ReviewID,Content,Score,Thumbs up,Username
" 3986876c-2511-41aa-ab8f-38f4ee8a2ade,:"," It says that you can connect with Google fit but as you click on Google fit option , doesnt load at all. All you can see is a white screen which says loading & doesnt sync with it. Please fix this.,",2,16, Ashwitha Dcruz
" 6b7c04b9-ecde-41c6-96ea-9f79851c267d,:"," I HATE MY ONE PLUS PHONE WORST PHONE EVER, THESE PHONES ARE OWNED AND OPERATED BY giggleBITCH... 1 example, i set my phone display / sleep - 30 minutes.... About 10 times / day. The phone changes my 30 minutes to 30 seconds about 11 times / day... That is only one example. I thought it was because of the Battery saver, so i disabled it, i thought it was the screen saver, so I disabled it, i thought it was that the phone waz dirty, so i washed it in the dishwasher 4 times [jk], i soaked it[jk],",1,0, Playstoree Mail
" 249dcbfa-5c19-4bf2-8f88-00a4ef7986c6,:"," App is constantly crashing in the background if Im playing Spotify in my cellphone (both if the watch is connected or not) and displaying message that app isnt working. New B.65 update makes watch restart if you slide to the Spotify playlist page.,",1,2, Javier García
" 9e5c3bbb-c491-47ee-9145-8063f9761971,:"," Love the look of the watch just not finished product way too many things missing from the watch and missing from the app no way to get to your microphone cant make text messages from The watch or send them theres just a lot more to be done with this watch and the app to be a finished product,",2,0, ryan johnson
" b4c3f457-045c-46eb-85c7-807f5f956d36,:"," This app is absolutely horrendous. Although there is been an update to include some Spotify features it has yet to show up in my settings for the OnePlus watch, even though Ive updated the watch to the most current version. To anyone who is considering purchasing a OnePlus watch my best advice is to not go through with it.,",1,1, Jonathan Vargas
" d4942619-b214-4d9c-af4d-fdf01238ddda,:"," I got no response to the last review. Lets try again. Does this app backup the data? Walk/Run records - can they be renamed. Repeat routes would be so much easier to compare. Fix the watch altimeter reading. How can I be 41m below sea level. Im not a fish.,",1,3, Tom Wilkinson
" 3e66fe3e-c054-4450-a46f-cc156ca63408,:"," Hi Team, I bought a new OnePlus watch and unable to connect it with my phone. I keep getting pairing failed  error message. Things I tried Reset watch Shutdown watch and turned on Checked all settings on smartphone Checked bluetooth permissions Scanning is on Please help me resolve this issue, else take this thing back to your yards.,",1,1, Aman Kumar
" d4672ca8-08c4-4e04-8422-f03a039d8458,:"," Simple Yet Informative, all information is nicely laid out and the pictorial representation makes it easy to understand, latest update including fit integration has made things even better, however watch faces need to be added on regular basis as users will definately want their watch look fresh with time.,",4,33, Harsha L D
" a7c081dc-3711-4995-93a1-99667d314e29,:"," Nothing is accurate...fells like every app is just for show...haertbeat,steps..everything is out of order...it even counts steps while sleeping....please fix the app as soon as possible..whats up with limited apps and features on app...not many watch faces....so much for being a big company...not even caring or listening feedback of a consumer....shame on you...this watch is just for show..,",1,3, Manish Karki
" 31624a49-efc8-4e5b-9692-bd5f5cfebced,:"," GPS, Workout and all other Features Accuracy need overall improvement. Main issue with the Swimming Workout readings in which after the workout completion it shows complete readings but once I pause it in between it shows one reading less than the original one. As in if I complete 100m which is 4 laps in a 25m pool and pause my workout after that it shows 75 m and 3 laps but if I end the workout it shows 100m and 4 laps. Watch should include more workout details for Swimming as given in the App,",3,1, Yash Raj Sharma
" 7365edd4-cc32-41a2-921a-8c5a228bb3a2,:"," Cannot connect to Google Fit Whenever I try to connect to Google Fit, Google blocks the app from accessing it saying the app is trying to get sensitive data. I dont know how much I can trust this app. This issue has been for a wear and the developers are yet to fix it.,",1,12, Umair Saquib
" ea8e9d70-e8cc-4143-9118-93774a93b678,:"," Update- Sync between watch and app is not working anymore. Tried restarting both watch and mobile. Weather function is not working from day one even after firmware update. OnePlus watch along with app is having multiple bugs. Team, it might be loss of faith on your products.,",1,1, AMARNATH KUSHWAHA (CoderzDuniya)
" 1a645631-704b-4b9c-88dc-45f55be88f79,:"," The app does not work anymore! Cant even use my watch anymore rn 😡 Oneplus is not what it used to be anymore,",1,0, Quinten Buvé
" 11d937d6-abcc-4ff9-83d6-4e59c62bc165,:"," App is okay, but watch is more boring than sitting on the toilet without your phone.,",1,0, Frank S.
" bd94c431-ff91-40c0-9b0a-e2a7e319d0d8,:"," App isnt opening after update on 27th December. Even previously was Not able to connect after Android 13 update...,",1,2, sharad vyas
" c683ae00-e8dd-47b7-98b2-a85174d2ed08,:"," Does not work on Android 13. Worked great on Android 12. My OnePlus watch, which I loved is now useless also.,",1,2, The Rob Aguilar Show
" fab21acd-9821-4497-90b0-a3c9770e92f2,:"," App is not working on one plus 10R mobile. Due to which one plus watch is not getting connected.,",2,0, Shipra Trivedi
" 4374f5b6-c060-407d-aabf-4828ecd8b618,:"," App continues to crash,unable to open the app how am I suppose to use my watch and band, this is so pathetic,",1,0, shubham kishor
" 762823ef-f3b0-4abb-980e-861e95ff44c1,:"," App just stopped working. I am not getting any notifications on the watch and the app only lets me get to the account screen (sometimes) but usually just a blank screen. Please fix!!!,",1,0, Keith Page
" 13b616dd-b3e7-4054-8a7d-3aa8f4d1373d,:"," Pls update the app. Navigation is not working properly.. Its not compatible with Android 13,",1,1, Anand S R
" d3b2108c-6af4-4efc-8118-91bc1a36b317,:"," The app is crashing as soon as I click the fitness tab. Was working up until the previous update. When I updated this morning, the app crashes as soon as I click on that tab. Pls review. Thanks,",3,1, Neha Gurnani
" 96b8be4b-01e1-4a12-839c-0f9d439d7846,:"," Using since last 15 days, There are too many things (features) missing... 1. Whats app call notification to be make enable. 2. All contacts to be synchronized with watch 3. Limited watch face needs to upload more watch faces. 4. Still there is some issues regarding step counting so it should be rectify immediately.,",2,1, mayur zalariya
" 6ec4b24e-0c1b-437f-856e-b84775b28e74,:"," This is a beautiful watch and definitely my favorite thing. Im looking forward to see what updates ONE PLUS does. It a solid design, and following advice given by you all, it was easy to set up. But how do I get the weather on my watch? When I try to access it, it says Please check mobile gps and location. Ive done that but its not working! 🆘 Help. Update I fixed it all on my own. Its definitely still my favorite thing...,",4,3, Diana Mozee
" 50708da6-4848-44ff-a6e5-dd2f8b22513f,:"," Almost the band is excellent but some where I found some problems like (1) The watch faces should be locked. (2) Increase the watch faces limit to 10 (watch faces) (3) Some time the band have frame doppes but the band is cool and excellent.,",4,8, Manu Joshi
" c45015c9-3ef8-4f70-8d7e-f0b2f55d72b0,:"," Worse update ever. It keeps getting disconnected , takes hours to reconnect the band. utterly useless and what is the point of using the oneplus products where there is no seamless eco system. Screw this app, after 7 8 days I am Posting this coz i am totally frustrated now.,",1,0, Abhishek Gupta
" c00beec1-e29f-4e23-932c-ebcfef5a5bdc,:"," 1. The app doesnt connect to Google fit because it is using a less secure method of authentication. 2. You cannot view Spotify playlists on your watch even though Spotify is synced. A bit useless isnt it?,",1,0, Ikonne Azunna
" 31d872cd-9c01-45e7-988d-7692b70f91cc,:"," Worst and becoming even more worst day by day....After the latest update I am not able to connect with one plus watch...In the app it shows that a new update is available but I have done that atleast 10times but it still shows me that the new update is still pending. When you are claiming the watch to be a premium one and charging somewhat on the similar lines its expected that the support and the updates should also be up to the mark. And thanks for adding 4 new invisible watch faces.,",1,3, Sourav Roy
